TimeStamp,,,,TimeStamp,,Specification,Values_0,Unit,TimeStamp_30,,Values_30
16:12:51.997 -> Flow rate: 66.67 L/m,,,,12:52.0,->,Flow rate:,66.67,L/m,01:52.5,,61.67
16:12:52.091 -> Flow rate: 58.33 L/m,,,,12:52.1,->,Flow rate:,58.33,L/m,01:52.6,,53.33
16:12:52.185 -> Flow rate: 66.67 L/m,,,,12:52.2,->,Flow rate:,66.67,L/m,01:52.7,,61.67
16:12:52.279 -> Flow rate: 58.33 L/m,,,,12:52.3,->,Flow rate:,58.33,L/m,01:52.8,,53.33
16:12:52.373 -> Flow rate: 66.67 L/m,,,,12:52.4,->,Flow rate:,66.67,L/m,01:52.9,,61.67
16:12:52.466 -> Flow rate: 66.67 L/m,,,,12:52.5,->,Flow rate:,66.67,L/m,01:53.0,,61.67
16:12:52.607 -> Flow rate: 66.67 L/m,,,,12:52.6,->,Flow rate:,66.67,L/m,01:53.1,,61.67
16:12:52.701 -> Flow rate: 66.67 L/m,,,,12:52.7,->,Flow rate:,66.67,L/m,01:53.2,,61.67
16:12:52.795 -> Flow rate: 66.67 L/m,,,,12:52.8,->,Flow rate:,66.67,L/m,01:53.3,,61.67
16:12:52.888 -> Flow rate: 66.67 L/m,,,,12:52.9,->,Flow rate:,66.67,L/m,01:53.4,,61.67
16:12:52.982 -> Flow rate: 66.67 L/m,,,,12:53.0,->,Flow rate:,66.67,L/m,01:53.5,,61.67
16:12:53.076 -> Flow rate: 66.67 L/m,,,,12:53.1,->,Flow rate:,66.67,L/m,01:53.6,,61.67
16:12:53.170 -> Flow rate: 58.33 L/m,,,,12:53.2,->,Flow rate:,58.33,L/m,01:53.7,,53.33
16:12:53.310 -> Flow rate: 66.67 L/m,,,,12:53.3,->,Flow rate:,66.67,L/m,01:53.8,,61.67
16:12:53.404 -> Flow rate: 66.67 L/m,,,,12:53.4,->,Flow rate:,66.67,L/m,01:53.9,,61.67
16:12:53.498 -> Flow rate: 66.67 L/m,,,,12:53.5,->,Flow rate:,66.67,L/m,01:54.0,,61.67
16:12:53.592 -> Flow rate: 58.33 L/m,,,,12:53.6,->,Flow rate:,58.33,L/m,01:54.1,,53.33
16:12:53.686 -> Flow rate: 66.67 L/m,,,,12:53.7,->,Flow rate:,66.67,L/m,01:54.2,,61.67
16:12:53.764 -> Flow rate: 66.67 L/m,,,,12:53.8,->,Flow rate:,66.67,L/m,01:54.3,,61.67
16:12:53.904 -> Flow rate: 66.67 L/m,,,,12:53.9,->,Flow rate:,66.67,L/m,01:54.4,,61.67
16:12:53.998 -> Flow rate: 66.67 L/m,,,,12:54.0,->,Flow rate:,66.67,L/m,01:54.5,,61.67
16:12:54.092 -> Flow rate: 66.67 L/m,,,,12:54.1,->,Flow rate:,66.67,L/m,01:54.6,,61.67
16:12:54.186 -> Flow rate: 66.67 L/m,,,,12:54.2,->,Flow rate:,66.67,L/m,01:54.7,,61.67
16:12:54.280 -> Flow rate: 58.33 L/m,,,,12:54.3,->,Flow rate:,58.33,L/m,01:54.8,,53.33
16:12:54.373 -> Flow rate: 75.00 L/m,,,,12:54.4,->,Flow rate:,75,L/m,01:54.9,,70
16:12:54.467 -> Flow rate: 66.67 L/m,,,,12:54.5,->,Flow rate:,66.67,L/m,01:55.0,,61.67
16:12:54.608 -> Flow rate: 58.33 L/m,,,,12:54.6,->,Flow rate:,58.33,L/m,01:55.1,,53.33
16:12:54.701 -> Flow rate: 66.67 L/m,,,,12:54.7,->,Flow rate:,66.67,L/m,01:55.2,,61.67
16:12:54.795 -> Flow rate: 66.67 L/m,,,,12:54.8,->,Flow rate:,66.67,L/m,01:55.3,,61.67
16:12:54.890 -> Flow rate: 66.67 L/m,,,,12:54.9,->,Flow rate:,66.67,L/m,01:55.4,,61.67
16:12:54.983 -> Flow rate: 66.67 L/m,,,,12:55.0,->,Flow rate:,66.67,L/m,01:55.5,,61.67
16:12:55.077 -> Flow rate: 66.67 L/m,,,,12:55.1,->,Flow rate:,66.67,L/m,01:55.6,,61.67
16:12:55.171 -> Flow rate: 66.67 L/m,,,,12:55.2,->,Flow rate:,66.67,L/m,01:55.7,,61.67
16:12:55.311 -> Flow rate: 66.67 L/m,,,,12:55.3,->,Flow rate:,66.67,L/m,01:55.8,,61.67
16:12:55.405 -> Flow rate: 66.67 L/m,,,,12:55.4,->,Flow rate:,66.67,L/m,01:55.9,,61.67
16:12:55.499 -> Flow rate: 66.67 L/m,,,,12:55.5,->,Flow rate:,66.67,L/m,01:56.0,,61.67
16:12:55.593 -> Flow rate: 58.33 L/m,,,,12:55.6,->,Flow rate:,58.33,L/m,01:56.1,,53.33
16:12:55.686 -> Flow rate: 66.67 L/m,,,,12:55.7,->,Flow rate:,66.67,L/m,01:56.2,,61.67
16:12:55.780 -> Flow rate: 66.67 L/m,,,,12:55.8,->,Flow rate:,66.67,L/m,01:56.3,,61.67
16:12:55.874 -> Flow rate: 66.67 L/m,,,,12:55.9,->,Flow rate:,66.67,L/m,01:56.4,,61.67
16:12:55.968 -> Flow rate: 66.67 L/m,,,,12:56.0,->,Flow rate:,66.67,L/m,01:56.5,,61.67
16:12:56.108 -> Flow rate: 66.67 L/m,,,,12:56.1,->,Flow rate:,66.67,L/m,01:56.6,,61.67
16:12:56.203 -> Flow rate: 66.67 L/m,,,,12:56.2,->,Flow rate:,66.67,L/m,01:56.7,,61.67
16:12:56.296 -> Flow rate: 66.67 L/m,,,,12:56.3,->,Flow rate:,66.67,L/m,01:56.8,,61.67
16:12:56.390 -> Flow rate: 58.33 L/m,,,,12:56.4,->,Flow rate:,58.33,L/m,01:56.9,,53.33
16:12:56.484 -> Flow rate: 66.67 L/m,,,,12:56.5,->,Flow rate:,66.67,L/m,01:57.0,,61.67
16:12:56.578 -> Flow rate: 66.67 L/m,,,,12:56.6,->,Flow rate:,66.67,L/m,01:57.1,,61.67
16:12:56.671 -> Flow rate: 58.33 L/m,,,,12:56.7,->,Flow rate:,58.33,L/m,01:57.2,,53.33
16:12:56.812 -> Flow rate: 66.67 L/m,,,,12:56.8,->,Flow rate:,66.67,L/m,01:57.3,,61.67
16:12:56.906 -> Flow rate: 66.67 L/m,,,,12:56.9,->,Flow rate:,66.67,L/m,01:57.4,,61.67
16:12:57.000 -> Flow rate: 66.67 L/m,,,,12:57.0,->,Flow rate:,66.67,L/m,01:57.5,,61.67
16:12:57.094 -> Flow rate: 58.33 L/m,,,,12:57.1,->,Flow rate:,58.33,L/m,01:57.6,,53.33
16:12:57.188 -> Flow rate: 66.67 L/m,,,,12:57.2,->,Flow rate:,66.67,L/m,01:57.7,,61.67
16:12:57.282 -> Flow rate: 66.67 L/m,,,,12:57.3,->,Flow rate:,66.67,L/m,01:57.8,,61.67
16:12:57.375 -> Flow rate: 66.67 L/m,,,,12:57.4,->,Flow rate:,66.67,L/m,01:57.9,,61.67
16:12:57.469 -> Flow rate: 66.67 L/m,,,,12:57.5,->,Flow rate:,66.67,L/m,01:58.0,,61.67
16:12:57.610 -> Flow rate: 66.67 L/m,,,,12:57.6,->,Flow rate:,66.67,L/m,01:58.1,,61.67
16:12:57.704 -> Flow rate: 66.67 L/m,,,,12:57.7,->,Flow rate:,66.67,L/m,01:58.2,,61.67
16:12:57.798 -> Flow rate: 66.67 L/m,,,,12:57.8,->,Flow rate:,66.67,L/m,01:58.3,,61.67
16:12:57.891 -> Flow rate: 66.67 L/m,,,,12:57.9,->,Flow rate:,66.67,L/m,01:58.4,,61.67
16:12:57.985 -> Flow rate: 58.33 L/m,,,,12:58.0,->,Flow rate:,58.33,L/m,01:58.5,,53.33
16:12:58.079 -> Flow rate: 66.67 L/m,,,,12:58.1,->,Flow rate:,66.67,L/m,01:58.6,,61.67
16:12:58.173 -> Flow rate: 58.33 L/m,,,,12:58.2,->,Flow rate:,58.33,L/m,01:58.7,,53.33
16:12:58.266 -> Flow rate: 50.00 L/m,,,,12:58.3,->,Flow rate:,50,L/m,01:58.8,,45
16:12:58.407 -> Flow rate: 58.33 L/m,,,,12:58.4,->,Flow rate:,58.33,L/m,01:58.9,,53.33
16:12:58.501 -> Flow rate: 58.33 L/m,,,,12:58.5,->,Flow rate:,58.33,L/m,01:59.0,,53.33
16:12:58.594 -> Flow rate: 58.33 L/m,,,,12:58.6,->,Flow rate:,58.33,L/m,01:59.1,,53.33
16:12:58.688 -> Flow rate: 58.33 L/m,,,,12:58.7,->,Flow rate:,58.33,L/m,01:59.2,,53.33
16:12:58.782 -> Flow rate: 66.67 L/m,,,,12:58.8,->,Flow rate:,66.67,L/m,01:59.3,,61.67
16:12:58.876 -> Flow rate: 58.33 L/m,,,,12:58.9,->,Flow rate:,58.33,L/m,01:59.4,,53.33
16:12:58.970 -> Flow rate: 66.67 L/m,,,,12:59.0,->,Flow rate:,66.67,L/m,01:59.5,,61.67
16:12:59.064 -> Flow rate: 66.67 L/m,,,,12:59.1,->,Flow rate:,66.67,L/m,01:59.6,,61.67
16:12:59.204 -> Flow rate: 66.67 L/m,,,,12:59.2,->,Flow rate:,66.67,L/m,01:59.7,,61.67
16:12:59.298 -> Flow rate: 66.67 L/m,,,,12:59.3,->,Flow rate:,66.67,L/m,01:59.8,,61.67
16:12:59.392 -> Flow rate: 58.33 L/m,,,,12:59.4,->,Flow rate:,58.33,L/m,01:59.9,,53.33
16:12:59.485 -> Flow rate: 66.67 L/m,,,,12:59.5,->,Flow rate:,66.67,L/m,02:00.0,,61.67
16:12:59.579 -> Flow rate: 66.67 L/m,,,,12:59.6,->,Flow rate:,66.67,L/m,02:00.1,,61.67
16:12:59.673 -> Flow rate: 66.67 L/m,,,,12:59.7,->,Flow rate:,66.67,L/m,02:00.2,,61.67
16:12:59.767 -> Flow rate: 66.67 L/m,,,,12:59.8,->,Flow rate:,66.67,L/m,02:00.3,,61.67
16:12:59.907 -> Flow rate: 66.67 L/m,,,,12:59.9,->,Flow rate:,66.67,L/m,02:00.4,,61.67
16:13:00.001 -> Flow rate: 58.33 L/m,,,,13:00.0,->,Flow rate:,58.33,L/m,02:00.5,,53.33
16:13:00.095 -> Flow rate: 66.67 L/m,,,,13:00.1,->,Flow rate:,66.67,L/m,02:00.6,,61.67
16:13:00.189 -> Flow rate: 66.67 L/m,,,,13:00.2,->,Flow rate:,66.67,L/m,02:00.7,,61.67
16:13:00.284 -> Flow rate: 66.67 L/m,,,,13:00.3,->,Flow rate:,66.67,L/m,02:00.8,,61.67
16:13:00.377 -> Flow rate: 66.67 L/m,,,,13:00.4,->,Flow rate:,66.67,L/m,02:00.9,,61.67
16:13:00.471 -> Flow rate: 66.67 L/m,,,,13:00.5,->,Flow rate:,66.67,L/m,02:01.0,,61.67
16:13:00.612 -> Flow rate: 66.67 L/m,,,,13:00.6,->,Flow rate:,66.67,L/m,02:01.1,,61.67
16:13:00.706 -> Flow rate: 66.67 L/m,,,,13:00.7,->,Flow rate:,66.67,L/m,02:01.2,,61.67
16:13:00.799 -> Flow rate: 66.67 L/m,,,,13:00.8,->,Flow rate:,66.67,L/m,02:01.3,,61.67
16:13:00.893 -> Flow rate: 66.67 L/m,,,,13:00.9,->,Flow rate:,66.67,L/m,02:01.4,,61.67
16:13:00.987 -> Flow rate: 66.67 L/m,,,,13:01.0,->,Flow rate:,66.67,L/m,02:01.5,,61.67
16:13:01.081 -> Flow rate: 66.67 L/m,,,,13:01.1,->,Flow rate:,66.67,L/m,02:01.6,,61.67
16:13:01.175 -> Flow rate: 66.67 L/m,,,,13:01.2,->,Flow rate:,66.67,L/m,02:01.7,,61.67
16:13:01.269 -> Flow rate: 58.33 L/m,,,,13:01.3,->,Flow rate:,58.33,L/m,02:01.8,,53.33
16:13:01.409 -> Flow rate: 66.67 L/m,,,,13:01.4,->,Flow rate:,66.67,L/m,02:01.9,,61.67
16:13:01.503 -> Flow rate: 66.67 L/m,,,,13:01.5,->,Flow rate:,66.67,L/m,02:02.0,,61.67
16:13:01.597 -> Flow rate: 66.67 L/m,,,,13:01.6,->,Flow rate:,66.67,L/m,02:02.1,,61.67
16:13:01.691 -> Flow rate: 66.67 L/m,,,,13:01.7,->,Flow rate:,66.67,L/m,02:02.2,,61.67
16:13:01.784 -> Flow rate: 66.67 L/m,,,,13:01.8,->,Flow rate:,66.67,L/m,02:02.3,,61.67
16:13:01.878 -> Flow rate: 58.33 L/m,,,,13:01.9,->,Flow rate:,58.33,L/m,02:02.4,,53.33
16:13:01.972 -> Flow rate: 66.67 L/m,,,,13:02.0,->,Flow rate:,66.67,L/m,02:02.5,,61.67
16:13:02.097 -> Flow rate: 66.67 L/m,,,,13:02.1,->,Flow rate:,66.67,L/m,02:02.6,,61.67
16:13:02.191 -> Flow rate: 66.67 L/m,,,,13:02.2,->,Flow rate:,66.67,L/m,02:02.7,,61.67
16:13:02.285 -> Flow rate: 58.33 L/m,,,,13:02.3,->,Flow rate:,58.33,L/m,02:02.8,,53.33
16:13:02.379 -> Flow rate: 58.33 L/m,,,,13:02.4,->,Flow rate:,58.33,L/m,02:02.9,,53.33
16:13:02.472 -> Flow rate: 66.67 L/m,,,,13:02.5,->,Flow rate:,66.67,L/m,02:03.0,,61.67
16:13:02.566 -> Flow rate: 58.33 L/m,,,,13:02.6,->,Flow rate:,58.33,L/m,02:03.1,,53.33
16:13:02.707 -> Flow rate: 66.67 L/m,,,,13:02.7,->,Flow rate:,66.67,L/m,02:03.2,,61.67
16:13:02.801 -> Flow rate: 66.67 L/m,,,,13:02.8,->,Flow rate:,66.67,L/m,02:03.3,,61.67
16:13:02.894 -> Flow rate: 58.33 L/m,,,,13:02.9,->,Flow rate:,58.33,L/m,02:03.4,,53.33
16:13:02.988 -> Flow rate: 66.67 L/m,,,,13:03.0,->,Flow rate:,66.67,L/m,02:03.5,,61.67
16:13:03.082 -> Flow rate: 66.67 L/m,,,,13:03.1,->,Flow rate:,66.67,L/m,02:03.6,,61.67
16:13:03.176 -> Flow rate: 66.67 L/m,,,,13:03.2,->,Flow rate:,66.67,L/m,02:03.7,,61.67
16:13:03.270 -> Flow rate: 58.33 L/m,,,,13:03.3,->,Flow rate:,58.33,L/m,02:03.8,,53.33
16:13:03.411 -> Flow rate: 66.67 L/m,,,,13:03.4,->,Flow rate:,66.67,L/m,02:03.9,,61.67
16:13:03.505 -> Flow rate: 66.67 L/m,,,,13:03.5,->,Flow rate:,66.67,L/m,02:04.0,,61.67
16:13:03.599 -> Flow rate: 58.33 L/m,,,,13:03.6,->,Flow rate:,58.33,L/m,02:04.1,,53.33
16:13:03.692 -> Flow rate: 66.67 L/m,,,,13:03.7,->,Flow rate:,66.67,L/m,02:04.2,,61.67
16:13:03.786 -> Flow rate: 66.67 L/m,,,,13:03.8,->,Flow rate:,66.67,L/m,02:04.3,,61.67
16:13:03.880 -> Flow rate: 66.67 L/m,,,,13:03.9,->,Flow rate:,66.67,L/m,02:04.4,,61.67
16:13:03.974 -> Flow rate: 66.67 L/m,,,,13:04.0,->,Flow rate:,66.67,L/m,02:04.5,,61.67
16:13:04.067 -> Flow rate: 66.67 L/m,,,,13:04.1,->,Flow rate:,66.67,L/m,02:04.6,,61.67
16:13:04.208 -> Flow rate: 66.67 L/m,,,,13:04.2,->,Flow rate:,66.67,L/m,02:04.7,,61.67
16:13:04.302 -> Flow rate: 58.33 L/m,,,,13:04.3,->,Flow rate:,58.33,L/m,02:04.8,,53.33
16:13:04.396 -> Flow rate: 66.67 L/m,,,,13:04.4,->,Flow rate:,66.67,L/m,02:04.9,,61.67
16:13:04.489 -> Flow rate: 66.67 L/m,,,,13:04.5,->,Flow rate:,66.67,L/m,02:05.0,,61.67
16:13:04.583 -> Flow rate: 66.67 L/m,,,,13:04.6,->,Flow rate:,66.67,L/m,02:05.1,,61.67
16:13:04.677 -> Flow rate: 66.67 L/m,,,,13:04.7,->,Flow rate:,66.67,L/m,02:05.2,,61.67
16:13:04.771 -> Flow rate: 58.33 L/m,,,,13:04.8,->,Flow rate:,58.33,L/m,02:05.3,,53.33
16:13:04.911 -> Flow rate: 66.67 L/m,,,,13:04.9,->,Flow rate:,66.67,L/m,02:05.4,,61.67
16:13:05.005 -> Flow rate: 58.33 L/m,,,,13:05.0,->,Flow rate:,58.33,L/m,02:05.5,,53.33
16:13:05.099 -> Flow rate: 66.67 L/m,,,,13:05.1,->,Flow rate:,66.67,L/m,02:05.6,,61.67
16:13:05.193 -> Flow rate: 66.67 L/m,,,,13:05.2,->,Flow rate:,66.67,L/m,02:05.7,,61.67
16:13:05.286 -> Flow rate: 66.67 L/m,,,,13:05.3,->,Flow rate:,66.67,L/m,02:05.8,,61.67
16:13:05.380 -> Flow rate: 66.67 L/m,,,,13:05.4,->,Flow rate:,66.67,L/m,02:05.9,,61.67
16:13:05.474 -> Flow rate: 66.67 L/m,,,,13:05.5,->,Flow rate:,66.67,L/m,02:06.0,,61.67
16:13:05.614 -> Flow rate: 58.33 L/m,,,,13:05.6,->,Flow rate:,58.33,L/m,02:06.1,,53.33
16:13:05.708 -> Flow rate: 66.67 L/m,,,,13:05.7,->,Flow rate:,66.67,L/m,02:06.2,,61.67
16:13:05.802 -> Flow rate: 66.67 L/m,,,,13:05.8,->,Flow rate:,66.67,L/m,02:06.3,,61.67
16:13:05.896 -> Flow rate: 66.67 L/m,,,,13:05.9,->,Flow rate:,66.67,L/m,02:06.4,,61.67
16:13:05.990 -> Flow rate: 66.67 L/m,,,,13:06.0,->,Flow rate:,66.67,L/m,02:06.5,,61.67
16:13:06.084 -> Flow rate: 66.67 L/m,,,,13:06.1,->,Flow rate:,66.67,L/m,02:06.6,,61.67
16:13:06.177 -> Flow rate: 66.67 L/m,,,,13:06.2,->,Flow rate:,66.67,L/m,02:06.7,,61.67
16:13:06.271 -> Flow rate: 66.67 L/m,,,,13:06.3,->,Flow rate:,66.67,L/m,02:06.8,,61.67
16:13:06.412 -> Flow rate: 66.67 L/m,,,,13:06.4,->,Flow rate:,66.67,L/m,02:06.9,,61.67
16:13:06.505 -> Flow rate: 66.67 L/m,,,,13:06.5,->,Flow rate:,66.67,L/m,02:07.0,,61.67
16:13:06.599 -> Flow rate: 66.67 L/m,,,,13:06.6,->,Flow rate:,66.67,L/m,02:07.1,,61.67
16:13:06.693 -> Flow rate: 66.67 L/m,,,,13:06.7,->,Flow rate:,66.67,L/m,02:07.2,,61.67
16:13:06.787 -> Flow rate: 66.67 L/m,,,,13:06.8,->,Flow rate:,66.67,L/m,02:07.3,,61.67
16:13:06.880 -> Flow rate: 66.67 L/m,,,,13:06.9,->,Flow rate:,66.67,L/m,02:07.4,,61.67
16:13:06.974 -> Flow rate: 66.67 L/m,,,,13:07.0,->,Flow rate:,66.67,L/m,02:07.5,,61.67
16:13:07.068 -> Flow rate: 66.67 L/m,,,,13:07.1,->,Flow rate:,66.67,L/m,02:07.6,,61.67
16:13:07.209 -> Flow rate: 66.67 L/m,,,,13:07.2,->,Flow rate:,66.67,L/m,02:07.7,,61.67
16:13:07.302 -> Flow rate: 58.33 L/m,,,,13:07.3,->,Flow rate:,58.33,L/m,02:07.8,,53.33
16:13:07.396 -> Flow rate: 66.67 L/m,,,,13:07.4,->,Flow rate:,66.67,L/m,02:07.9,,61.67
16:13:07.490 -> Flow rate: 66.67 L/m,,,,13:07.5,->,Flow rate:,66.67,L/m,02:08.0,,61.67
16:13:07.584 -> Flow rate: 66.67 L/m,,,,13:07.6,->,Flow rate:,66.67,L/m,02:08.1,,61.67
16:13:07.677 -> Flow rate: 58.33 L/m,,,,13:07.7,->,Flow rate:,58.33,L/m,02:08.2,,53.33
16:13:07.771 -> Flow rate: 66.67 L/m,,,,13:07.8,->,Flow rate:,66.67,L/m,02:08.3,,61.67
16:13:07.865 -> Flow rate: 58.33 L/m,,,,13:07.9,->,Flow rate:,58.33,L/m,02:08.4,,53.33
16:13:08.005 -> Flow rate: 66.67 L/m,,,,13:08.0,->,Flow rate:,66.67,L/m,02:08.5,,61.67
16:13:08.099 -> Flow rate: 58.33 L/m,,,,13:08.1,->,Flow rate:,58.33,L/m,02:08.6,,53.33
16:13:08.193 -> Flow rate: 708.33 L/m,,,,13:08.2,->,Flow rate:,70.83,L/m,02:08.7,,65.83
16:13:08.271 -> Flow rate: 58.33 L/m,,,,13:08.3,->,Flow rate:,58.33,L/m,02:08.8,,53.33
16:13:08.396 -> Flow rate: 25.00 L/m,,,,13:08.4,->,Flow rate:,25,L/m,02:08.9,,20
16:13:08.490 -> Flow rate: 8.33 L/m,,,,13:08.5,->,Flow rate:,8.33,L/m,02:09.0,,3.33
16:13:08.584 -> Flow rate: 16.67 L/m,,,,13:08.6,->,Flow rate:,16.67,L/m,02:09.1,,11.67
16:13:08.679 -> Flow rate: 0.00 L/m,,,,13:08.7,->,Flow rate:,0,L/m,02:09.2,,0
16:13:08.773 -> Flow rate: 8.33 L/m,,,,13:08.8,->,Flow rate:,8.33,L/m,02:09.3,,8.33
16:13:08.867 -> Flow rate: 8.33 L/m,,,,13:08.9,->,Flow rate:,8.33,L/m,02:09.4,,3.33
16:13:09.008 -> Flow rate: 0.00 L/m,,,,13:09.0,->,Flow rate:,0,L/m,02:09.5,,0
16:13:09.102 -> Flow rate: 8.33 L/m,,,,13:09.1,->,Flow rate:,8.33,L/m,02:09.6,,3.33
16:13:09.195 -> Flow rate: 0.00 L/m,,,,13:09.2,->,Flow rate:,0,L/m,02:09.7,,0
16:13:09.289 -> Flow rate: 0.00 L/m,,,,13:09.3,->,Flow rate:,0,L/m,02:09.8,,0
,,,,,,,,,02:09.9,,
,,,,,,,,,02:10.0,,
,,,,,,,,,02:10.1,,
,,,,,,,,,02:10.2,,
,,,,,,,,,02:10.3,,
,,,,,,,,,02:10.4,,
,,,,,,,,,02:10.5,,
,,,,,,,,,02:10.6,,
,,,,,,,,,02:10.7,,
,,,,,,,,,02:10.8,,
,,,,,,,,,02:10.9,,
,,,,,,,,,02:11.0,,
,,,,,,,,,02:11.1,,
,,,,,,,,,02:11.2,,
,,,,,,,,,02:11.3,,
,,,,,,,,,02:11.4,,
,,,,,,,,,02:11.5,,
,,,,,,,,,02:11.6,,
,,,,,,,,,02:11.7,,
,,,,,,,,,02:11.8,,
,,,,,,,,,02:11.9,,
,,,,,,,,,02:12.0,,
,,,,,,,,,02:12.1,,
,,,,,,,,,02:12.2,,
,,,,,,,,,02:12.3,,
,,,,,,,,,02:12.4,,
,,,,,,,,,02:12.5,,
,,,,,,,,,02:12.6,,
,,,,,,,,,02:12.7,,
,,,,,,,,,02:12.8,,
,,,,,,,,,02:12.9,,
,,,,,,,,,02:13.0,,
,,,,,,,,,02:13.1,,
,,,,,,,,,02:13.2,,
,,,,,,,,,02:13.3,,
,,,,,,,,,02:13.4,,
,,,,,,,,,02:13.5,,
,,,,,,,,,02:13.6,,
,,,,,,,,,02:13.7,,
,,,,,,,,,02:13.8,,
,,,,,,,,,02:13.9,,
,,,,,,,,,02:14.0,,
,,,,,,,,,02:14.1,,
,,,,,,,,,02:14.2,,
,,,,,,,,,02:14.3,,
,,,,,,,,,02:14.4,,
,,,,,,,,,02:14.5,,
,,,,,,,,,02:14.6,,
,,,,,,,,,02:14.7,,
,,,,,,,,,02:14.8,,
,,,,,,,,,02:14.9,,
,,,,,,,,,02:15.0,,
,,,,,,,,,02:15.1,,
,,,,,,,,,02:15.2,,
,,,,,,,,,02:15.3,,
,,,,,,,,,02:15.4,,
,,,,,,,,,02:15.5,,
,,,,,,,,,02:15.6,,
,,,,,,,,,02:15.7,,
,,,,,,,,,02:15.8,,
,,,,,,,,,02:15.9,,
,,,,,,,,,02:16.0,,
,,,,,,,,,02:16.1,,
,,,,,,,,,02:16.2,,
,,,,,,,,,02:16.3,,
,,,,,,,,,02:16.4,,
,,,,,,,,,02:16.5,,
,,,,,,,,,02:16.6,,
,,,,,,,,,02:16.7,,
,,,,,,,,,02:16.8,,
,,,,,,,,,02:16.9,,
,,,,,,,,,02:17.0,,
,,,,,,,,,02:17.1,,
,,,,,,,,,02:17.2,,
,,,,,,,,,02:17.3,,
,,,,,,,,,02:17.4,,
,,,,,,,,,02:17.5,,
,,,,,,,,,02:17.6,,
,,,,,,,,,02:17.7,,
,,,,,,,,,02:17.8,,
,,,,,,,,,02:17.9,,
,,,,,,,,,02:18.0,,
,,,,,,,,,02:18.1,,
,,,,,,,,,02:18.2,,
,,,,,,,,,02:18.3,,
,,,,,,,,,02:18.4,,
,,,,,,,,,02:18.5,,
,,,,,,,,,02:18.6,,
,,,,,,,,,02:18.7,,
,,,,,,,,,02:18.8,,
,,,,,,,,,02:18.9,,
,,,,,,,,,02:19.0,,
,,,,,,,,,02:19.1,,
,,,,,,,,,02:19.2,,
,,,,,,,,,02:19.3,,
,,,,,,,,,02:19.4,,
,,,,,,,,,02:19.5,,
,,,,,,,,,02:19.6,,
,,,,,,,,,02:19.7,,
,,,,,,,,,02:19.8,,
,,,,,,,,,02:19.9,,
,,,,,,,,,02:20.0,,
,,,,,,,,,02:20.1,,
,,,,,,,,,02:20.2,,
,,,,,,,,,02:20.3,,
,,,,,,,,,02:20.4,,
,,,,,,,,,02:20.5,,
,,,,,,,,,02:20.6,,
,,,,,,,,,02:20.7,,
,,,,,,,,,02:20.8,,
,,,,,,,,,02:20.9,,
,,,,,,,,,02:21.0,,
,,,,,,,,,02:21.1,,
,,,,,,,,,02:21.2,,
,,,,,,,,,02:21.3,,
,,,,,,,,,02:21.4,,
,,,,,,,,,02:21.5,,
,,,,,,,,,02:21.6,,
,,,,,,,,,02:21.7,,
,,,,,,,,,02:21.8,,
,,,,,,,,,02:21.9,,
,,,,,,,,,02:22.0,,
,,,,,,,,,02:22.1,,
,,,,,,,,,02:22.2,,
,,,,,,,,,02:22.3,,
,,,,,,,,,02:22.4,,
,,,,,,,,,02:22.5,,
,,,,,,,,,02:22.6,,
,,,,,,,,,02:22.7,,
,,,,,,,,,02:22.8,,
,,,,,,,,,02:22.9,,
,,,,,,,,,02:23.0,,
,,,,,,,,,02:23.1,,
,,,,,,,,,02:23.2,,
,,,,,,,,,02:23.3,,
,,,,,,,,,02:23.4,,
,,,,,,,,,02:23.5,,
,,,,,,,,,02:23.6,,
,,,,,,,,,02:23.7,,
,,,,,,,,,02:23.8,,
,,,,,,,,,02:23.9,,
,,,,,,,,,02:24.0,,
,,,,,,,,,02:24.1,,
,,,,,,,,,02:24.2,,
,,,,,,,,,02:24.3,,
,,,,,,,,,02:24.4,,
,,,,,,,,,02:24.5,,
,,,,,,,,,02:24.6,,
,,,,,,,,,02:24.7,,
,,,,,,,,,02:24.8,,
,,,,,,,,,02:24.9,,
,,,,,,,,,02:25.0,,
,,,,,,,,,02:25.1,,
,,,,,,,,,02:25.2,,
,,,,,,,,,02:25.3,,
,,,,,,,,,02:25.4,,
,,,,,,,,,02:25.5,,
,,,,,,,,,02:25.6,,
,,,,,,,,,02:25.7,,
,,,,,,,,,02:25.8,,
,,,,,,,,,02:25.9,,
,,,,,,,,,02:26.0,,
,,,,,,,,,02:26.1,,
,,,,,,,,,02:26.2,,
,,,,,,,,,02:26.3,,
,,,,,,,,,02:26.4,,
,,,,,,,,,02:26.5,,
,,,,,,,,,02:26.6,,
,,,,,,,,,02:26.7,,
,,,,,,,,,02:26.8,,
,,,,,,,,,02:26.9,,
,,,,,,,,,02:27.0,,
,,,,,,,,,02:27.1,,
,,,,,,,,,02:27.2,,
,,,,,,,,,02:27.3,,
,,,,,,,,,02:27.4,,
